SUMMARY,DTSTART,DTEND,DUE,NOTES,ATTENDEE,LOCATION,PRIORITY,URL,CALENDAR,UID
Cross Country Practice,8/13/2014 8:00,8/13/2014 10:00,,"FREQ=WEEKLY;UNTIL=20140821T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
HS soccer tryouts-conditioning,8/13/2014 9:00,8/13/2014 10:30,,FREQ=DAILY;UNTIL=20140815T130000Z,,HS practice fields,,,,
HS soccer tryouts,8/13/2014 15:00,8/13/2014 16:30,,FREQ=DAILY;UNTIL=20140815T190000Z,,,,,,
Cross Country Practice (Time Trial?),8/14/2014 8:00,8/14/2014 10:00,,,,,,,,
Cross Country Practice (Time Trial?),8/15/2014 8:00,8/15/2014 10:00,,,,,,,,
Cross Country Practice,8/22/2014 8:00,8/22/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140822T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,8/25/2014 8:00,8/25/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140825T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,8/26/2014 8:00,8/26/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140826T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,8/27/2014 8:00,8/27/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140827T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,8/28/2014 8:00,8/28/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140828T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,8/29/2014 8:00,8/29/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140829T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,9/1/2014 8:00,9/1/2014 12:00,,"FREQ=WEEKLY;UNTIL=20140902T120000Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
Cross Country Practice,9/3/2014 8:00,9/3/2014 12:00,,"FREQ=WEEKLY;UNTIL=20141031T235959Z;BYDAY=MO,TU,WE,TH,FR",,,,,,
StrayMav Mod Con,2/19/2016 18:00,2/19/2016 19:00,,,,,,,,
Flight to Chicago,6/12/2016 5:28,6/12/2016 6:50,,United flight 413Detroit DTW 7:26am (local time) - Chicago ORD 7:35am (local time)Confirmation number: C73GS9 ,spfeig@gmail.com,Detroit DTW,,,,
Flight to San Francisco,6/12/2016 8:10,6/12/2016 12:40,,United flight 769Chicago ORD 9:25am (local time) - San Francisco SFO 11:49am (local time)Confirmation number: C73GS9 ,spfeig@gmail.com,Chicago ORD,,,,
Flight to Narita,6/15/2016 12:40,6/15/2016 23:10,,United flight 837San Francisco SFO 11:52am (local time) - Narita NRT 2:19pm (local time)Confirmation number: C73GS9 ,spfeig@gmail.com,San Francisco SFO,,,,
Web programing,8/12/2016 16:30,8/12/2016 17:30,,,,,,,,
Flight to Detroit,12/28/2016 10:20,12/28/2016 14:57,,Delta flight 2228Los Angeles LAX 10:00am (local time) - Detroit DTW 5:19pm (local time)Confirmation number: JNIRSD ,spfeig@gmail.com,Los Angeles LAX,,,,
Meadows concert,2/1/2017 16:00,2/1/2017 20:00,,,,MS Gym,,,,
Lang discussion,2/23/2017 4:30,2/23/2017 4:45,,,,,,,,
IB Talent Show (Tech),3/16/2017 15:00,3/16/2017 18:00,,,,HS,,,,
IB Talent Show (Tech),3/17/2017 15:00,3/17/2017 19:00,,,,HS,,,,
Tech Crew,5/13/2017 14:00,5/13/2017 16:00,,,,Shell Up,,,,
Tech Crew,5/18/2017 16:00,5/18/2017 18:00,,,,BOE,,,,
Tech Crew,5/19/2017 10:00,5/19/2017 11:00,,,,Shell Down,,,,
Flight to Toronto (AC 7360),5/24/2017 5:00,5/24/2017 6:08,,Air Canada flight 7360Detroit DTW 6:58am (local time) - Toronto YYZ 8:09am (local time)Confirmation number: SCDQUM ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Montreal (AC 408),5/24/2017 9:00,5/24/2017 10:12,,Air Canada flight 408Toronto YYZ 10:53am (local time) - Montreal YUL 12:07pm (local time)Confirmation number: SCDQUM ,spfeig@gmail.com,Toronto YYZ,,,,
Flight to Shanghai (AC 17),5/24/2017 11:30,5/25/2017 1:25,,Air Canada flight 17Montreal YUL 1:24pm (local time) - Shanghai PVG 3:13pm (local time)Confirmation number: SCDQUM ,spfeig@gmail.com,Montreal YUL,,,,
Flight to Montreal (AC 18),5/25/2017 2:50,5/25/2017 16:15,,Air Canada flight 18Shanghai PVG 5:02pm (local time) - Montreal YUL 6:54pm (local time)Confirmation number: SCDQUM ,spfeig@gmail.com,Shanghai PVG,,,,
Flight to Toronto,5/25/2017 5:00,5/25/2017 6:08,,Air Canada flight 7360Detroit DTW 7:00am (local time) - Toronto YYZ 8:08am (local time) ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Montreal,5/25/2017 9:00,5/25/2017 10:12,,Air Canada flight 408Toronto YYZ 11:00am (local time) - Montreal YUL 12:12pm (local time) ,spfeig@gmail.com,Toronto YYZ,,,,
Flight to Shanghai,5/25/2017 11:30,5/26/2017 1:25,,Air Canada flight 17Montreal YUL 1:30pm (local time) - Shanghai PVG 3:25pm (local time) ,spfeig@gmail.com,Montreal YUL,,,,
Flight to Montreal,5/26/2017 2:50,5/26/2017 16:15,,Air Canada flight 18Shanghai PVG 4:50pm (local time) - Montreal YUL 6:15pm (local time) ,spfeig@gmail.com,Shanghai PVG,,,,
Flight to Toronto (AC 481),6/4/2017 4:00,6/4/2017 5:19,,Air Canada flight 481Montreal YUL 5:49am (local time) - Toronto YYZ 7:10am (local time)Confirmation number: SCDQUM ,spfeig@gmail.com,Montreal YUL,,,,
Flight to Detroit (AC 7361),6/4/2017 6:50,6/4/2017 7:58,,Air Canada flight 7361Toronto YYZ 9:36am (local time) - Detroit DTW 10:42am (local time)Confirmation number: SCDQUM ,spfeig@gmail.com,Toronto YYZ,,,,
Flight to Toronto,6/6/2017 3:30,6/6/2017 4:49,,Air Canada flight 7561Montreal YUL 5:30am (local time) - Toronto YYZ 6:49am (local time) ,spfeig@gmail.com,Montreal YUL,,,,
Flight to Detroit,6/6/2017 6:50,6/6/2017 7:58,,Air Canada flight 7361Toronto YYZ 8:50am (local time) - Detroit DTW 9:58am (local time) ,spfeig@gmail.com,Toronto YYZ,,,,
Michigan Engineering North Campus Tour,6/19/2017 12:00,6/19/2017 13:00,,"Michigan Engineering North Campus Tour153 Chrysler Center, 2121 Bonisteel Blvd, Ann Arbor, MI, US, 48109Confirmation number: 626489733 ",spfeig@gmail.com,"153 Chrysler Center, 2121 Bonisteel Blvd, Ann Arbor, MI, US, 48109",,,,
Maggie Work,6/23/2017 5:00,6/23/2017 13:00,,,,,,,,
Maggie Work,6/24/2017 9:00,6/24/2017 15:00,,,,,,,,
Maggie Leaves,6/25/2017 12:00,6/25/2017 13:00,,,,,,,,
Kirsten and I started,7/25/2017 0:00,7/26/2017 0:00,,,,,,,,
Flight to Raleigh (DL 798),9/1/2017 8:05,9/1/2017 9:49,,Delta flight 798Detroit DTW 10:01am (local time) - Raleigh RDU 11:35am (local time)Confirmation number: HSBWFR ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Detroit (DL 6251),9/3/2017 15:18,9/3/2017 17:08,,Delta flight 6251Raleigh RDU 5:08pm (local time) - Detroit DTW 6:47pm (local time)Confirmation number: HSBWFR ,spfeig@gmail.com,Raleigh RDU,,,,
Kirsten's half marathon,9/15/2017 0:00,9/17/2017 0:00,,,,Dayton,,,,
Japanese Club Christmas party,12/19/2017 12:00,12/19/2017 13:00,,,,,,,,
S&E in AA,1/10/2018 0:00,1/11/2018 0:00,,,,,,,,
Ready Player One,4/2/2018 17:40,4/2/2018 18:40,,"Ready Player OneEmagine Novi, Novi, Michigan, United States, 48377Confirmation number: WG3T5QL ",spfeig@gmail.com,"Emagine Novi, Novi, Michigan, United States, 48377",,,,
Stay at Residence Inn by Marriott Boulder Canyon Boulevard,4/6/2018 0:00,4/9/2018 0:00,,"Residence Inn by Marriott Boulder Canyon BoulevardBoulder+1303-577-7300Check-in: Apr 6, 2018 12:00amCheck-out: Apr 8, 2018 12:00am ",spfeig@gmail.com,"Residence Inn by Marriott Boulder Canyon Boulevard, Boulder",,,,
Avengers: Infinity War,5/11/2018 19:15,5/11/2018 20:15,,"Avengers: Infinity War44425 West 12 Mile Road, Novi, MI 48377Confirmation number: WRHXZX9 ",spfeig@gmail.com,"44425 West 12 Mile Road, Novi, MI 48377",,,,
Deadpool 2,5/27/2018 15:25,5/27/2018 16:25,,"Deadpool 244425 West 12 Mile Road, Novi, MI 48377Confirmation number: WQ6PNS5 ",spfeig@gmail.com,"44425 West 12 Mile Road, Novi, MI 48377",,,,
Flight to Seattle (DL 2048),6/30/2018 15:55,6/30/2018 20:53,,Delta flight 2048Detroit DTW 5:54pm (local time) - Seattle SEA 7:33pm (local time)Confirmation number: GS38CS ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Vancouver (DL 2312),6/30/2018 22:05,6/30/2018 23:05,,Delta flight 2312Seattle SEA 9:19pm (local time) - Vancouver YVR 10:21pm (local time)Confirmation number: GS38CS ,spfeig@gmail.com,Seattle SEA,,,,
Flight to Seattle (DL 5815),7/8/2018 7:00,7/8/2018 8:00,,Delta flight 5815Vancouver YVR 6:00am (local time) - Seattle SEA 7:00am (local time)Confirmation number: GS38CS ,spfeig@gmail.com,Vancouver YVR,,,,
Flight to Detroit (DL 2785),7/8/2018 8:40,7/8/2018 12:55,,Delta flight 2785Seattle SEA 7:40am (local time) - Detroit DTW 2:55pm (local time)Confirmation number: GS38CS ,spfeig@gmail.com,Seattle SEA,,,,
Kirsten and I 1 Year Anniversary,7/25/2018 0:00,7/27/2018 0:00,,,,,,,,
MS Orchestra Concert - Tech,11/20/2018 17:30,11/20/2018 21:30,,,,Novi High School,,,,
Flight to Denver (DL 1854),11/24/2018 13:46,11/24/2018 17:15,,Delta flight 1854Detroit DTW 3:44pm (local time) - Denver DEN5:00pm (local time)Confirmation number: F6GMPR ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Detroit (DL 2542),12/19/2018 16:59,12/19/2018 19:50,,Delta flight 2542Denver DEN 4:52pm (local time) - Detroit DTW9:34pm (local time)Confirmation number: GTT85X ,spfeig@gmail.com,Denver DEN,,,,
Flight to Denver (DL 2478),1/12/2019 13:45,1/12/2019 17:24,,Delta flight 2478Detroit DTW 3:45pm (local time) - Denver DEN5:24pm (local time)Confirmation number: GTT85X ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Detroit (DL 2296),1/31/2019 12:09,1/31/2019 15:01,,Delta flight 2296Denver DEN 12:05pm (local time) - Detroit DTW 4:42pm (local time)Confirmation number: H2JYOR ,spfeig@gmail.com,Denver DEN,,,,
Flight to Amsterdam (DL 134),1/31/2019 16:23,2/1/2019 0:00,,Delta flight 134Detroit DTW 6:19pm (local time) - Amsterdam AMS 7:33am (local time)Confirmation number: H2JYOR ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Detroit (DL 135),2/4/2019 3:10,2/4/2019 11:41,,Delta flight 135Amsterdam AMS 11:43am (local time) - Detroit DTW 2:20pm (local time)Confirmation number: H2JYOR ,spfeig@gmail.com,Amsterdam AMS,,,,
Flight to Denver (DL 2478),2/4/2019 13:45,2/4/2019 17:31,,Delta flight 2478Detroit DTW 3:45pm (local time) - Denver DEN5:11pm (local time)Confirmation number: H2JYOR ,spfeig@gmail.com,Detroit DTW,,,,
JPL Interview with Sam Feig,3/4/2019 15:00,3/4/2019 16:00,,This is a 1h slot for an interview with JPLJoin me now in my Personal Room.Join Webex meetinghttps://jpl.webex.com/join/elaasar | 908 866 544Join by phone+1-510-210-8882 USA TollAccess code: 908 866 544Global call-in numbers<https://jpl.webex.com/cmp3300/webcomponents/widget/globalcallin/globalcallin.do?siteurl=jpl&serviceType=MC&ED=721157&tollFree=0>Can't join the meeting?<https://collaborationhelp.cisco.com/article/WBX000029055> ,"Rouquette, Nicolas F (313D); spfeig@gmail.com; Wagner, David A (313D)",Webex,,,,
Captain Marvel (2019),3/16/2019 17:20,3/16/2019 18:20,,"Captain Marvel (2019)Century Boulder, Boulder, Colorado, United States, 80301Confirmation number: 4926967079909 ",spfeig@gmail.com,"Century Boulder, Boulder, Colorado, United States, 80301",,,,
Pit Cover Removal - Work,3/25/2019 12:00,3/25/2019 15:00,,,,,,,,
Blood Drive - Work,3/26/2019 4:00,3/26/2019 13:00,,,,HS,,,,
Blood Drive - Work,3/27/2019 4:00,3/27/2019 13:00,,,,HS,,,,
Start of Apartment Lease,5/10/2019 0:00,5/11/2019 0:00,,,,,,,,
Flight to Detroit (DL 1511),5/12/2019 11:45,5/12/2019 14:32,,Delta flight 1511Denver DEN 11:38am (local time) - Detroit DTW 4:21pm (local time)Confirmation number: G256BI ,spfeig@gmail.com,Denver DEN,,,,
Flight to Denver (DL 426),5/18/2019 10:25,5/18/2019 13:30,,Delta flight 426Detroit DTW 12:22pm (local time) - Denver DEN1:31pm (local time)Confirmation number: G256BI ,spfeig@gmail.com,Detroit DTW,,,,
Flight to Colorado Springs (UA 5599),5/18/2019 15:45,5/18/2019 16:30,,United flight 5599Denver DEN 3:44pm (local time) - Colorado Springs COS 4:28pm (local time)Confirmation number: RN464Y ,spfeig@gmail.com,Denver DEN,,,,
Rent Due,6/1/2019 0:00,6/2/2019 0:00,,FREQ=MONTHLY;UNTIL=20190930;BYMONTHDAY=1,,,,,,
Flight to Minneapolis (DL 2475),8/15/2019 16:42,8/15/2019 18:45,,Delta flight 2475Denver DEN 4:37pm (local time) - MinneapolisMSP 7:20pm (local time)Confirmation number: HZDCTM ,spfeig@gmail.com,Denver DEN,,,,
Flight to Grand Forks (DL 4115),8/15/2019 21:35,8/15/2019 22:52,,Delta flight 4115Minneapolis MSP 10:34pm (local time) - GrandForks GFK 11:42pm (local time)Confirmation number: HZDCTM ,spfeig@gmail.com,Minneapolis MSP,,,,
T851 Dep Meeting,8/19/2019 11:00,8/19/2019 12:00,,"+1 (781) 271-2020,,93261240#+1 (703) 983-2020,,93261240#Conference ID: 93261240345810 ",,Skype,,,,
Flight to Minneapolis (DL 3538),8/19/2019 16:16,8/19/2019 17:34,,Delta flight 3538Grand Forks GFK 5:12pm (local time) - Minneapolis MSP 6:13pm (local time)Confirmation number: HZDCTM ,spfeig@gmail.com,Grand Forks GFK,,,,
Flight to Denver (DL 326),8/19/2019 19:39,8/19/2019 21:55,,Delta flight 326Minneapolis MSP 8:39pm (local time) - Denver DEN 9:41pm (local time)Confirmation number: HZDCTM ,spfeig@gmail.com,Minneapolis MSP,,,,
End of Apartment Lease,8/24/2019 0:00,8/25/2019 0:00,,,,,,,,
"Feig, Samuel -- L3Harris Corporation - Request for Phone Interview",10/29/2019 11:00,10/29/2019 12:00,,"Hello SamuelI am helping Mr McDonald coordinate our recruiting team’s phone interviews.  I have scheduled one of our software engineers Diego Reano to contact you via an audio-only Skype conference call.   You do not need to use the Skype app to participate.  As described below, you simply just have to dial 321-674-4444 and enter 4159761# when prompted for aconference ID.  Good luck.Diego:\\\\Gs.myharris.net\\data\\General\CG_PI\\2019-2020<file://Gs.myharris.net/data/General/NCG_PI/2019-2020> Candidates\\Feig, Samuel.........................................................................................................................................Join Skype Meeting<https://meet.harris.com/yan/2SR41Z2C>Trouble Joining? Try Skype Web App<https://meet.harris.com/yan/2SR41Z2C?sl=1>Join by phone321-674-4444,,4159761# (Melbourne)                    English (United States)855-324-3347,,4159761# (Melbourne)        English (United States)Find a local number<https://dialin.harris.com?id=4159761>Conference ID: 4159761Forgot your dial-in PIN?<https://dialin.harris.com> |Help<https://share.harris.com/sites/SfB/SitePages/Home.aspx>[https://media-assets.harris.com/Lync/L3Harris_logo_tm_188x33.png]If you are having trouble joining this meeting, try joiningvia the Web browser by clicking the Try Skype Web App"" link above instead.To ensure the best meeting experience", external meeting participants should dial into Skype meetings using the conference number and ID that canbe found in this meeting invite. By default, anonymous (non-L3Harris) meeting participants are joined to Skype meetings using integrated audio (PC microphone/speaker or headset).For security reasons," the Skype ""call meat feature"" has been disabled by policy for external meeting participants.[!OC([1033])!]......................................................................................................................................... ""","Calica, Gregory; McDonald, Jason; Reano, Diego; spfeig@gmail.com",Skype,
Flight to Tucson (UA 5678),11/25/2019 15:41,11/25/2019 17:49,,United Airlines flight 5678Denver DEN 3:41pm (local time) - Tucson TUS 5:49pm (local time)Confirmation number: I329E9 ,spfeig@gmail.com,Denver DEN,,,,
Flight to Denver (UA 4630),11/30/2019 10:37,11/30/2019 12:42,,United Airlines flight 4630Tucson TUS 10:37am (local time) - Denver DEN 12:42pm (local time)Confirmation number: I329E9 ,spfeig@gmail.com,Tucson TUS,,,,
APPM 1360 WebAssign Ch 5 Review Due,8/31/2018 0:00,9/1/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 1 Due,8/31/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 6.1 Due,9/3/2018 0:00,9/4/2018 0:00,,,,,,,,
APPM 1360 HW01 Due,9/4/2018 0:00,9/5/2018 0:00,,,,,,,,
Mastering Physics HW Due,9/4/2018 0:00,9/5/2018 0:00,,FREQ=WEEKLY;UNTIL=20181008;BYDAY=TU,,At 8PM,,,,
APPM 1360 WebAssign Ch 6.2a Due,9/5/2018 0:00,9/6/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 6.2b Due,9/7/2018 0:00,9/8/2018 0:00,,,,,,,,
Submit in class activity CSCI 2275,9/7/2018 0:00,9/8/2018 0:00,,,,,,,,
CSCI 1000 Life Essay Due,9/10/2018 0:00,9/11/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28174 ,,,,,,
APPM 1360 WebAssign Ch 6.3a Due,9/10/2018 0:00,9/11/2018 0:00,,,,,,,,
APPM 1360 HW02 Due,9/11/2018 0:00,9/12/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 6.3b Due,9/12/2018 0:00,9/13/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 2 Due,9/12/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 6.5 Due,9/14/2018 0:00,9/15/2018 0:00,,,,,,,,
CSCI 1000 Activity Report 1 Due,9/17/2018 0:00,9/18/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28175 ,,,,,,
APPM 1360 WebAssign Ch 6.6a Due,9/17/2018 0:00,9/18/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 3 Due,9/17/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW03 Due,9/18/2018 0:00,9/19/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 6.6b Due,9/19/2018 0:00,9/20/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 4 Due,9/19/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 7.2/7.2a Due,9/21/2018 0:00,9/22/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 7.2b Due,9/24/2018 0:00,9/25/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 5 Due,9/24/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW04 Due,9/25/2018 0:00,9/26/2018 0:00,,,,,,,,
CSCI 2275 Assignment 3 Due,9/26/2018 0:00,9/27/2018 0:00,,,,,,,,
Assignment 2 Interview Grading,9/26/2018 10:40,9/26/2018 10:50,,,,ECCS 112,,,,
APPM 1360 WebAssign Ch 7.2c/7.3a Due,9/28/2018 0:00,9/29/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 6 Due,9/28/2018 8:00,12/31/1969 17:00,,,,,,,,
CSCI 1000 Group Activity Report 1 Due,10/1/2018 0:00,10/2/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28178 ,,,,,,
APPM 1360 WebAssign Ch 7.3b Due,10/1/2018 0:00,10/2/2018 0:00,,,,,,,,
APPM 1360 HW05 Due,10/2/2018 0:00,10/3/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 7.4 Due,10/3/2018 0:00,10/4/2018 0:00,,,,,,,,
CSCI 2275 Assignment 4 Due,10/3/2018 0:00,10/4/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 7.5 Due,10/5/2018 0:00,10/6/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 7 Due,10/5/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 7.6a Due,10/8/2018 0:00,10/9/2018 0:00,,,,,,,,
APPM 1360 HW06 Due,10/9/2018 0:00,10/10/2018 0:00,,,,,,,,
EHON 1151 Thought Project 1 Due,10/9/2018 0:00,10/10/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 7.6b/7.7 Due,10/10/2018 0:00,10/11/2018 0:00,,,,,,,,
Mastering Physics HW Due,10/10/2018 0:00,10/11/2018 0:00,,FREQ=WEEKLY;UNTIL=20181212;BYDAY=WE,,At 8AM,,,,
PHYS 1110 Flip-It 8 Due,10/10/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 8.1a Due,10/12/2018 0:00,10/13/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 9 Due,10/12/2018 8:00,12/31/1969 17:00,,,,,,,,
CSCI 1000 Activity Report 2 Due,10/15/2018 0:00,10/16/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28180 ,,,,,,
APPM 1360 WebAssign Ch 8.1b Due,10/15/2018 0:00,10/16/2018 0:00,,,,,,,,
APPM 1360 HW07 Due,10/16/2018 0:00,10/17/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.2a Due,10/17/2018 0:00,10/18/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.2b Due,10/19/2018 0:00,10/20/2018 0:00,,,,,,,,
CSCI 2275 Assignment 6 Due,10/21/2018 0:00,10/22/2018 0:00,,,,Due at 5PM,,,,
APPM 1360 WebAssign Ch 8.3a Due,10/22/2018 0:00,10/23/2018 0:00,,,,,,,,
CSCI 1000 Virtual Poster Due,10/22/2018 0:00,10/23/2018 0:00,,https://moodle.cs.colorado.edu/mod/page/view.php?id=28181 ,,,,,,
PHYS 1110 Flip-It 10 Due,10/22/2018 8:00,12/31/1969 17:00,,,,,,,,
CSCI 1000 Summary Poster Feedback Due,10/23/2018 0:00,10/24/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28182 ,,,,,,
APPM 1360 HW08 Due,10/23/2018 0:00,10/24/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.3b Due,10/26/2018 0:00,10/27/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.4a Due,10/29/2018 0:00,10/30/2018 0:00,,,,,,,,
Assignment 6 Interview Grading,10/29/2018 13:00,10/29/2018 13:15,,,,ECCS 102,,,,
APPM 1360 HW09 Due,10/30/2018 0:00,10/31/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.4b Due,10/31/2018 0:00,11/1/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 11 Due,10/31/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 8.5a Due,11/2/2018 0:00,11/3/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 12 Due,11/2/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 8.5b Due,11/5/2018 0:00,11/6/2018 0:00,,,,,,,,
CSCI 1000 Group Activity Report 2 Due,11/5/2018 0:00,11/6/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28183 ,,,,,,
PHYS 1110 Flip-It 13 Due,11/5/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW10 Due,11/6/2018 0:00,11/7/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.6a Due,11/7/2018 0:00,11/8/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.6b/8.7a Due,11/9/2018 0:00,11/10/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 14 Due,11/9/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 8.7b Due,11/12/2018 0:00,11/13/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 15 Due,11/12/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW11 Due,11/13/2018 0:00,11/14/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 8.7c Due,11/14/2018 0:00,11/15/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 16 Due,11/14/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 8.8 Due,11/16/2018 0:00,11/17/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 17 Due,11/16/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 WebAssign Ch 9.1 Due,11/26/2018 0:00,11/27/2018 0:00,,,,,,,,
CSCI 1000 Activity Report 3 Due,11/26/2018 0:00,11/27/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28185 ,,,,,,
PHYS 1110 Flip-It 18 Due,11/26/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW12 Due,11/27/2018 0:00,11/28/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 9.2a Due,11/30/2018 0:00,12/1/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 9.2b Due,12/3/2018 0:00,12/4/2018 0:00,,,,,,,,
PHYS 1110 Flip-It 19 Due,12/3/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW13 Due,12/4/2018 0:00,12/5/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 9.3a Due,12/5/2018 0:00,12/6/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 9.3b Due,12/7/2018 0:00,12/8/2018 0:00,,,,,,,,
Send Prashil project update email,12/9/2018 0:00,12/10/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 9.4a Due,12/10/2018 0:00,12/11/2018 0:00,,,,,,,,
CSCI 1000 Group Activity Report 3 Due,12/10/2018 0:00,12/11/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28187 ,,,,,,
PHYS 1110 Flip-It 20 Due,12/10/2018 8:00,12/31/1969 17:00,,,,,,,,
APPM 1360 HW14 Due,12/11/2018 0:00,12/12/2018 0:00,,,,,,,,
APPM 1360 WebAssign Ch 9.4b/Conics Due,12/12/2018 0:00,12/13/2018 0:00,,,,,,,,
CSCI 2275 Final Project Presentations,12/12/2018 11:00,12/12/2018 13:00,,"OverviewBrief Description of data structures usedDescription of dataset put into itResults (Graph of performance, demonstration, etc)5-7 minutes ",,,,,,
CSCI Virtual Poster Presentation Due,12/17/2018 0:00,12/18/2018 0:00,,https://moodle.cs.colorado.edu/mod/page/view.php?id=28189 ,,,,,,
EHON 1151 Thought Project 4 Due,12/18/2018 0:00,12/19/2018 0:00,,,,Due at 5PM,,,,
CSCI 1000 Summary of Poster Feedback Due,12/18/2018 0:00,12/19/2018 0:00,,https://moodle.cs.colorado.edu/mod/assign/view.php?id=28190 ,,,,,,
Red Book HW Due,1/22/2019 0:00,1/23/2019 0:00,,FREQ=WEEKLY;UNTIL=20190430;BYDAY=TU,,By Recitation,,,,
CSCI 2824 Moodle Quizlet Due,1/23/2019 0:00,1/24/2019 0:00,,,,,,,,
Mastering Physics Due,1/23/2019 0:00,1/24/2019 0:00,,FREQ=WEEKLY;UNTIL=20190123;BYDAY=WE,,By 8PM,,,,
Data Lab Due,1/27/2019 0:00,1/28/2019 0:00,,,,,,,,
